
Numero de testes: 1129
Acurácia: 396
Erro: 733
Taxa de precisão: 0.3507528786536758
Taxa de falsas descobertas: 0.6492471213463242

Matrix de confusao
	0	1	2	3	4	5	6	7	8	9	
0	0	108	0	0	0	3	0	0	0	0	
1	0	115	0	0	0	0	0	0	0	0	
2	0	8	0	104	0	0	0	0	0	0	
3	0	12	0	102	0	0	0	1	0	0	
4	0	5	0	0	0	109	0	0	0	0	
5	0	11	0	0	0	101	0	0	0	0	
6	0	1	0	0	0	1	0	110	0	0	
7	0	3	0	9	0	24	0	78	0	0	
8	0	108	0	0	0	3	0	0	0	0	
9	0	96	0	0	0	17	0	0	0	0	
