
Numero de testes: 1129
Acurácia: 845
Erro: 284
Taxa de precisão: 0.7484499557130204
Taxa de falsas descobertas: 0.25155004428697963

Matrix de confusao
	0	1	2	3	4	5	6	7	8	9	
0	108	1	3	4	0	0	1	0	0	33	
1	0	98	0	11	2	0	2	0	4	11	
2	0	2	106	31	0	0	0	0	0	9	
3	0	0	0	0	0	0	0	0	0	0	
4	2	0	0	0	104	3	0	0	1	14	
5	0	0	0	14	0	105	0	0	2	17	
6	0	1	0	4	0	4	109	0	2	6	
7	0	0	2	28	6	0	0	113	0	11	
8	1	13	1	23	2	0	0	1	102	12	
9	0	0	0	0	0	0	0	0	0	0	
