
Numero de testes: 1129
Acurácia: 532
Erro: 597
Taxa de precisão: 0.4712134632418069
Taxa de falsas descobertas: 0.5287865367581931

Matrix de confusao
	0	1	2	3	4	5	6	7	8	9	
0	110	51	3	40	4	81	11	0	83	90	
1	0	0	0	0	0	0	0	0	0	0	
2	0	26	107	63	0	26	0	4	23	5	
3	0	4	0	4	1	1	0	0	0	1	
4	1	20	0	0	101	0	0	1	0	5	
5	0	0	0	0	0	0	0	0	0	0	
6	0	9	0	0	0	3	101	0	3	2	
7	0	5	2	8	8	1	0	109	2	10	
8	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	
