
Numero de testes: 1129
Acurácia: 751
Erro: 378
Taxa de precisão: 0.6651904340124003
Taxa de falsas descobertas: 0.33480956598759964

Matrix de confusao
	0	1	2	3	4	5	6	7	8	9	
0	109	3	2	1	0	0	1	0	15	18	
1	0	0	0	0	0	0	0	0	0	0	
2	0	24	108	3	0	2	0	2	26	10	
3	0	8	0	104	0	3	0	0	12	39	
4	2	37	0	0	106	1	0	2	4	8	
5	0	5	0	3	0	103	0	0	23	20	
6	0	24	0	0	0	3	111	0	15	3	
7	0	14	2	4	8	0	0	110	16	15	
8	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	
